genotype,sex,age,which_eye,quadrant,cell_type,animal_id,peak_FR,baseline_FR,min_spikes_ON,min_spikes_OFF,min_size_ON,min_size_OFF,peak_size_ON,peak_size_OFF,peak_spikes_ON,peak_spikes_OFF,half_peak_size,SI
Trarg1(Tusc5-eGFP/Tusc5-eGFP),Female,45.8571,Right,VT,F-mini-OFF,DJID_1744,133.333333333333,0,0,0,30,59,224,314,7.66666666666667,24.6666666666667,NaN,NaN
Trarg1(Tusc5-eGFP/WT),Male,39.1429,Right,VN,F-mini-OFF,DJID_1862,100,0.111111,0,0.333333333333333,42,30,82,1200,2.33333333333333,9,42,NaN
Trarg1(Tusc5-eGFP/WT),Male,39.1429,Right,DN,F-mini-OFF,DJID_1862,100,0.166667,0,1,30,30,115,82,1.66666666666667,17.5,NaN,NaN
Trarg1(Tusc5-eGFP/WT),Male,39.1429,Right,DN,F-mini-OFF,DJID_1862,100,0.5,0,0,42,314,115,160,2.66666666666667,5,42,NaN
WT,Female,19,Right,VN,F-mini-OFF,DJID_782,80,0,0,0,30,30,160,115,10.6,9.6,NaN,NaN
WT,Male,12.5714,Left,VT,F-mini-OFF,DJID_3059,150,0,0,0,30,30,30,224,0,6.5,NaN,NaN
WT,Male,14.7143,Left,DN,F-mini-OFF,DJID_3144,100,0,0,0,30,30,82,115,5.66666666666667,5.33333333333333,NaN,NaN
WT,Male,14.7143,Left,DN,F-mini-OFF,DJID_3144,100,0.111111,0,0.5,439,30,115,115,2.5,10.1666666666667,439,NaN
Trarg1(Tusc5-eGFP/WT),Female,78,Left,DN,F-mini-OFF,DJID_2086,100,0,0,0.166666666666667,30,42,1200,115,13.1666666666667,22.1666666666667,NaN,NaN
Trarg1(Tusc5-eGFP/WT),Male,20.8571,Left,VN,F-mini-OFF,DJID_3110,100,0.611111,0,0,30,30,1094,1200,21,0.666666666666667,NaN,NaN
WT,Male,20.1429,Left,DT,F-mini-OFF,DJID_3057,133.333333333333,0,0,0,30,42,82,115,0.333333333333333,9,NaN,NaN
Trarg1(Tusc5-eGFP/Tusc5-eGFP),Female,13.5714,Left,,F-mini-OFF,DJID_2257,100,0,0,0,30,30,82,82,5,14,NaN,NaN
WT,Male,22.7143,Left,VN,F-mini-OFF,DJID_3149,100,2,0,2,160,30,30,614,2.33333333333333,14.3333333333333,160,NaN
Trarg1(Tusc5-eGFP/WT),Female,34.7143,Left,VT,F-mini-OFF,DJID_2259,133.333333333333,0.111111,0,0,30,30,858,314,1,21,NaN,NaN
Trarg1(Tusc5-eGFP/WT),Female,34.7143,Left,VT,F-mini-OFF,DJID_2259,100,0.277778,0,0,224,42,115,224,4.66666666666667,15.3333333333333,224,NaN
WT,Male,22.7143,Left,VN,F-mini-OFF,DJID_3149,250,7,0,5,82,59,30,314,4.5,16.5,82,NaN
WT,Female,81.2857,Right,DN,F-mini-OFF,DJID_2101,133.333333333333,0,0,0,42,30,30,160,0.333333333333333,8.33333333333333,42,NaN
WT,Female,28.5714,Right,VT,F-mini-OFF,DJID_3081,100,0.666667,0,0,42,30,59,858,2.66666666666667,18,42,NaN
WT,Female,28.5714,Right,VT,F-mini-OFF,DJID_3081,133.333333333333,0,0,0,30,30,314,160,0.333333333333333,15,NaN,NaN
WT,Male,37.4286,Left,DN,F-mini-OFF,DJID_1126,250,0.75,0,0,30,42,30,224,0,18.5,NaN,NaN
WT,Male,20.1429,Left,DT,F-mini-OFF,DJID_3057,133.333333333333,0,0,1.33333333333333,30,30,59,82,0.666666666666667,15.3333333333333,NaN,NaN
WT,Male,21.8571,Left,DN,F-mini-OFF,DJID_3126,166.666666666667,0.388889,0,3.66666666666667,30,30,160,82,1,26.3333333333333,NaN,NaN
Trarg1(Tusc5-eGFP/WT),Female,67.8571,Right,VN,F-mini-OFF,DJID_2782,166.666666666667,0,0,0,30,30,614,115,6.66666666666667,14.6666666666667,NaN,NaN
WT,Male,23.7143,Right,DN,F-mini-OFF,DJID_3276,166.666666666667,0,0,0,30,30,59,224,0.666666666666667,6,NaN,NaN
