genotype,sex,age,which_eye,quadrant,cell_type,animal_id,peak_FR,baseline_FR,spot_sizes,spikes_stim_mean,spikes_stim_sem,spikes_tail_mean,spikes_tail_sem,min_spikes_ON,min_spikes_OFF,min_size_ON,min_size_OFF,peak_size_ON,peak_size_OFF,peak_spikes_ON,peak_spikes_OFF,half_peak_size,SI
Trarg1(Tusc5-eGFP/Tusc5-eGFP),Male,8,Left,VT,OFF transient small RF,DJID_1582,400,1.54167,"[30,42,59,82,115,160,224,314,439,614,858,1200]","[0,0.66666666666666663,0,1,0,0.66666666666666663,0,0,0,0,0,0]","[0,0.816496580927726,0,0.81649658092772615,0,0.408248290463863,0,0,0,0,0,0]","[12.666666666666666,30.333333333333332,41.333333333333336,50,48.333333333333336,42.666666666666664,36,17.333333333333332,10.666666666666666,7.666666666666667,6.5,2]","[6.6833125519211407,5.4006172486732167,2.1602468994692865,3.2317865716108862,4.96655480858378,0.408248290463863,3.0822070014844885,0.81649658092772592,4.0824829046386295,2.0412414523193148,3.5355339059327378,1.2247448713915889]",0,2,30,1200,82,82,1,50,NaN,NaN
Trarg1(Tusc5-eGFP/Tusc5-eGFP),Male,8,Left,VT,OFF transient small RF,DJID_1582,400,0.722222,"[30,42,59,82,115,160,224,314,439,614,858,1200]","[0.33333333333333331,1.6666666666666667,2,0,0,0,0,0,0,0,0,0]","[0.408248290463863,1.0801234497346435,1.4142135623730949,0,0,0,0,0,0,0,0,0]","[8,15.333333333333334,14.333333333333334,28,47.333333333333336,55.333333333333336,58.333333333333336,54,37,31,24.333333333333332,15.666666666666666]","[5.3385391260156556,3.488074922742725,1.0801234497346435,5.6124860801609122,2.857738033247041,6.5319726474218083,5.4924190177613594,2.5495097567963922,2.4494897427831779,0.70710678118654746,1.4719601443879746,6.9761498454854491]",0,8,82,30,59,224,2,58.3333333333333,82,NaN
Trarg1(Tusc5-eGFP/Tusc5-eGFP),Male,19.4286,Right,DT,OFF transient small RF,DJID_1583,100,0,"[30,42,59,82,115,160,224,314,439,614,858,1200]","[0,0,0,0,0,0,0,1,3.3333333333333335,6,8.3333333333333339,5.333333333333333]","[0,0,0,0,0,0,0,1.2247448713915889,2.857738033247041,1.8708286933869707,1.7795130420052188,0.816496580927726]","[2.6666666666666665,1.6666666666666667,1.6666666666666667,3.3333333333333335,6.666666666666667,9,10.333333333333334,1.6666666666666667,2.3333333333333335,0,0,0]","[2.1602468994692869,2.0412414523193148,2.0412414523193148,2.0412414523193152,4.966554808583779,3.9370039370059051,1.6329931618554521,2.0412414523193148,2.857738033247041,0,0,0]",0,0,30,614,858,224,8.33333333333333,10.3333333333333,NaN,NaN
Trarg1(Tusc5-eGFP/Tusc5-eGFP),Male,6.5714,Left,DN,OFF transient small RF,DJID_1589,0,0,"[30,42,59,82,115,160,224,314,439,614,858,1200]","[0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0]",0,0,30,30,30,30,0,0,NaN,NaN
Trarg1(Tusc5-eGFP/Tusc5-eGFP),Male,6.5714,Left,DN,OFF transient small RF,DJID_1589,300,0,"[30,42,59,82,115,160,224,314,439,614,858,1200]","[0,1.6666666666666667,2.6666666666666665,4.333333333333333,3.6666666666666665,2.6666666666666665,1.6666666666666667,0.33333333333333331,0,2.6666666666666665,0,1]","[0,0.40824829046386296,0.81649658092772592,1.7795130420052183,0.408248290463863,0.408248290463863,0.40824829046386296,0.408248290463863,0,3.2659863237109041,0,1.2247448713915889]","[0,2,10,21.333333333333332,25.333333333333332,27,24,17.333333333333332,13.666666666666666,11,8.6666666666666661,4]","[0,2.4494897427831779,0.70710678118654746,1.4719601443879746,1.4719601443879746,0.70710678118654746,1.2247448713915889,1.0801234497346432,0.816496580927726,1.8708286933869707,1.0801234497346435,0.70710678118654746]",0,0,30,30,82,160,4.33333333333333,27,NaN,NaN
Trarg1(Tusc5-eGFP/Tusc5-eGFP),Male,6.5714,Left,DN,OFF transient small RF,DJID_1589,400,4,"[30,42,59,82,115,160,224,314,439,614,858,1200]","[10,9.3333333333333339,5,7.333333333333333,1,1,0.33333333333333331,3.6666666666666665,5,7,9.3333333333333339,10.333333333333334]","[1.8708286933869707,1.4719601443879746,1.4142135623730949,2.48327740429189,1.2247448713915889,1.2247448713915889,0.408248290463863,0.81649658092772592,3.0822070014844885,3.7416573867739413,1.6329931618554521,5.01663898109747]","[10,14,26.333333333333332,37.666666666666664,54.333333333333336,58,48.333333333333336,39,27.666666666666668,19.333333333333332,12.666666666666666,9]","[1.8708286933869707,4.415880433163923,6.3770421565696633,5.01663898109747,2.6770630673681683,1.4142135623730949,1.7795130420052183,1.4142135623730949,1.0801234497346432,4.7081489639418441,2.2730302828309754,2.5495097567963922]",0.333333333333333,9,224,1200,1200,160,10.3333333333333,58,251.25,NaN
Trarg1(Tusc5-eGFP/Tusc5-eGFP),Male,6.5714,Left,DN,OFF transient small RF,DJID_1589,266.666666666667,0,"[30,42,59,82,115,160,224,314,439,614,858,1200]","[2,2,2,3,1.3333333333333333,1.6666666666666667,1,1.6666666666666667,0.33333333333333331,0,0.33333333333333331,0]","[0,0,0.70710678118654746,0.70710678118654746,1.0801234497346432,0.40824829046386296,0,0.816496580927726,0.408248290463863,0,0.408248290463863,0]","[0,0,2,12,15,18.333333333333332,17,11.333333333333334,9,7.666666666666667,4.666666666666667,2]","[0,0,0,0.70710678118654746,0.70710678118654746,1.7795130420052188,0.70710678118654746,0.40824829046386296,1.8708286933869707,1.0801234497346432,2.0412414523193148,0.70710678118654746]",0,0,614,30,82,160,3,18.3333333333333,614,NaN
Trarg1(Tusc5-eGFP/Tusc5-eGFP),Male,6.5714,Left,DN,OFF transient small RF,DJID_1589,433.333333333333,0,"[30,42,59,82,115,160,224,314,439,614,858,1200]","[0,1.3333333333333333,1.6666666666666667,7.666666666666667,6.333333333333333,1.6666666666666667,0,1.6666666666666667,4.666666666666667,8.3333333333333339,13.333333333333334,15]","[0,0.816496580927726,2.0412414523193148,2.4832774042918895,5.3541261347363367,2.0412414523193148,0,2.0412414523193148,2.6770630673681683,1.0801234497346435,3.488074922742725,1.8708286933869707]","[0,0,3,9.3333333333333339,25,44.333333333333336,33.666666666666664,21.333333333333332,14.666666666666666,9.3333333333333339,3,0.33333333333333331]","[0,0,2.1213203435596424,6.0964470527239607,8.5732140997411221,4.5460605656619517,4.8131763593978834,2.6770630673681683,3.1885210782848317,4.708148963941845,0.70710678118654746,0.408248290463863]",0,0,30,30,1200,160,15,44.3333333333333,NaN,NaN
Trarg1(Tusc5-eGFP/Tusc5-eGFP),Male,6.5714,Left,DN,OFF transient small RF,DJID_1589,325,0,"[30,42,59,82,115,160,224,314,439,614,858,1200]","[12.75,23.333333333333332,26.75,28.5,25.5,16.75,6.25,4,0.25,0,0.25,0]","[3.6930866343600566,6.4161255183067194,2.3746344747958346,2.3333333333333335,2.1343747458109497,1.1902380714238083,1.092906420717,2.2607766610417563,0.28867513459481292,0,0.28867513459481292,0]","[0,3.6666666666666665,19,21,12.25,6.5,4,1.5,0.5,0,0,0]","[0,2.2730302828309759,5.8309518948453007,5.7927157323275891,2.2298480267099423,2.42670329642684,0.94280904158206347,0.7453559924999299,0.57735026918962584,0,0,0]",0,0,614,30,82,82,28.5,21,614,NaN
Trarg1(Tusc5-eGFP/Tusc5-eGFP),Male,6.5714,Left,DN,OFF transient small RF,DJID_1589,266.666666666667,0,"[30,42,59,82,115,160,224,314,439,614,858,1200]","[0.66666666666666663,0.33333333333333331,0.66666666666666663,0.33333333333333331,0,0,0,0.33333333333333331,0,3.6666666666666665,7,4.333333333333333]","[0.408248290463863,0.408248290463863,0.816496580927726,0.408248290463863,0,0,0,0.408248290463863,0,3.8944404818493075,5.7879184513951127,3.1885210782848317]","[0,1,6.333333333333333,15,22.333333333333332,25,17.666666666666668,11.666666666666666,11.333333333333334,8,4,4.333333333333333]","[0,1.2247448713915889,4.0207793606049389,7.9686887252546121,2.9439202887759492,0.70710678118654746,4.0824829046386295,4.708148963941845,0.816496580927726,2.4494897427831779,2.5495097567963922,3.4880749227427246]",0,0,115,30,858,160,7,25,115,NaN
